v1,v2
ham,"San Jose Doctor's Clinic 

(044) 766-4241"
spam,"OKBET ANG DAMI NANG PINALAD KAY OKBET, HALIKAT SUMABET! <link>"
ham,"The oriental Fantasy world ""Divine W: Perfect Wonderland"" is available now. Download to claim 1 billion diamonds. https://jlsyen.onelink.me/oEZh/js5n97g w"
spam,"CELINE SAGE P., Visit our site and win more ! get your Bonus up to 2,000PHP here at JACKPOT CITY !
Log in your account now at jackpotcitywin888.com"
ham,1 parcel(s) from Ninja Van is on delivery to you. Please prepare cash amount of ₱ 159.75.
ham,Discover MORE promos in the GigaLife App and get MORE points! You can use the points to redeem FREE promos. smrt.ph/GigaLifeApp
ham,"It's easy to borrow load to help you with emergencies! You can text LOAN LOAD35 to 3733 to borrow P35 right now, or you can dial *143# and visit the LOANS menu to see all of your options. Your loan will be collected on your next reload with an additional service fee. If you borrowed P35, P42 (P35 and P7 service fee) will be collected."
ham,May 5% off ka sa Mobile Legends:Bang Bang diamonds when you pay with GCash! Bili na sa Codashop at simulan na ang win streak mo sa MLBB! Visit codashop.com/ph/mobile-legends? pcf=252 to learn more! No advisories? Tap go.gcash.com/optout.
spam,"ZOREN NATHANIEL Y., Use your
Gcash to cash out your prize here at JACKPOT CITY the popular gaming platform here in PHILIPPINES!  Sign up now here jackpotcitysIotwin.com to claim your welcome bonus!"
ham,"1/2 HUWAG MANIWALA SA TEXT NA NAGLALAMAN NG PAGHIKAYAT O PAGSALI SA ANUMANG LARO O NAG-AALOK NG PANALO, PABUYA O PERA."
ham,You have received PHP 100.00 of GCash from JOHN RAMIL REYES 09159287761 w/ MSG: . Your new balance is PHP 1547.44. Ref. No. 7001603800745.
spam,HI! AVAIL 5Ok-2M FAST and SECURED! msg at 09852592067 FOR MORE INFO. Look for Ms. Jelai
ham,Don't worry if you have no load and data to go online. You can borrow 40MB by texting FOMOSOS to 3733. You can also dial *143# and choose LOANS. FOMOSOS is valid for 1 day and P6 will be collected on your next load purchase.
spam,"4 PCS SOLAR LIGHTS FOR ONLY 1,499 !

CLICK HERE TO BUY --> https://s.lazada.com.ph/s.UXHEg

BUY 2 TAKE 2 TODAY ONLY !

YES ! APAT NA PIRASONG SOLAR NAPAKAMURANG HALAGA !
Pinaka mura na Solar sa Market !
BILI NA !

TIPID SA KURYENTE !!

PAKI-CLICK ANG LINK SA TAAS PARA MAKITA ANG PRESYO AT PICTURES."
spam,"Weekend is here! This is the time to hangout with your family, go RELAX and CHILL only here at onlinegaming.ph/LivePH your family surely be happy"
ham,"20Jun 17:14: GIGA VIDEO 50 loaded
 to 639280536997. Ref:EV9FK863H5YI.
 Use the GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp"
ham,You have 50 MB left in your VIDEO EVERY DAY today. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,"Your payment of P129.00 to Google has been successfully processed on 12-19-22 10:42:55 AM. Ref. No.
 381508125"
ham,"You have paid P200.00 of GCash to purchase Sun TU 200 for 09336947525
 on 01-14-21 11:59 AM. Your GCash
 balance is P920.49. Ref. No. 592002262."
ham,"Hi Zoren Nathaniel Yu, Shopee Delivery! A Shopee Xpress rider will be delivering your parcel today. As part of our delivery process, we will be collecting a photo as proof of delivery (POD). Please ready your payment for your COD order amounting to 112 PHP, or authorization letter or ID for non- COD order. If you have any questions, please call 02-8805200. Thank you!"
ham,"23/06 11:47: P50.00 loaded to 09289222475 from 09199687279 for 1
 year. Ref:8FN1OAOIOL !Use *123# or smrt.ph/GigaLifeApp to get DOUBLE GIGA: VIDEO OR STORIES!"
ham,Your account balance is 4.0. Your free text is 0.0.
ham,ako nalang muna bayaran mo nalang me later pag bumaba kaaaaa
ham,Psssstttt
ham,"You have been successfully loaded GO90 P90.00. Trace No: 446888663
 05/16/2021 08:57PM. More Globe/TM txt promos? INFO to 8080 4 free"
ham,Your Unli Allnet Texts has expired. Texts sent after this will now be charged to your other subscriptions or regular load.
ham,"Here's your free gift! You may now use your 2GB of data and 50 mins calls to all networks, valid for 3 days. To check the status of your freebie, text FREE3D STATUS to 8080 for free. Keep on using Globe for more exciting offers!
 REF#: FGEM36"
ham,Good night po uli ><
ham,"Hello. Paki tell Mel ilabas nya plantsa, gamitin ko pagdating ko. Thanks"
ham,"Kayang-kaya na ang proteksyon from COVID-19 with GInsure! Be GInsured and get up to P421,500 total coverage from COVID-19 plus Dengue as well. Visit go.gcash.com/insurance and subscribe now! First 20K customers get FREE COVID-19 coverage! No advisories? Tap go.gcash.com/optout."
ham,"Want Regular Load with FREE Data? Introducing Smart's new EXTRA LOAD! Go to smrt.ph/GigaLifeApp, tap the Add Load ""+"" icon and load P75 and up"
ham,Pati name ng taxi 0.0
ham,"You have received P500.00 of GCash from LANDBANK / OFBank with account ending in 7675. Your new balance is P523.73 06-27-22 08:29 PM.
 Ref. No. 3004966319968. Use now to buy load, purchase items, send money, pay bills and a lot more!"
ham,Discover MORE promos in the GigaLife App and get MORE points! You can use the points to redeem FREE promos. smrt.ph/GigaLifeApp
ham,Anung name Po nila
ham,"You have enough Globe Rewards points to redeem extra 1GB for surfing, valid for 1 day. Redeem SURF1GB via glbe.co/GRewardsApp"
ham,"Apply for a BPI Credit Card and get up to P30,000 cash credits, Annual Fee waivers forever and as low as 0% Balance transfer for 6 months. Apply via go.gcash.com/ttapply until 09/10/22. DTI#142023. T&C apply. Visit go.gcash.com/ttt-and-c to learn more.
 No advisories? Tap go.gcash.com/optout."
ham,"Balance Inquiry via SMS will end soon. To check your latest balance, dial *123# and choose Balance/Services. It's FREE and as EASY as 1-2-3!"
spam,"MARINA SOPHIA F., GCash restored on JPC's casino! Upgrade rewards up to P99,999 and get a 3% deposit bonus with GCash. Play now! jpcroyal3.com"
spam,<<Content not supported.>>
ham,Ndi naaaa asa asin na kamiiii :<
ham,"We're making it a GDay every day this September! Say G to good days with exciting rewards and surprises.
 Download it via https://glbe.co/NewGlobeONE #GDayEveryday"
ham,Redeem your favorite GIGA promo with your GigaPoints in the GigaLife App! smrt.ph/GigaLifeApp
ham,"You have paid P99.00 of GCash to purchase Giga Video 99 for 09280536997 on 02-15-21 10:25 AM.
 Your GCash balance is P1601.50. Ref. No. 303622563."
ham,"Last 3 days to get UP TO P400 cashback! Enjoy P100 cashback each time you receive an accumulated P25,000 in your PayMaya account via the ''Send Money'' feature. Avail of this promo up to 4x to get the maximum reward worth P400! PROMO EXTENDED until February 21,2021, as approved by DTI-FTEB. Visit https://pymy.co/RcvP2P to learn more. DTI FTEB-113591, S2021.
 FreeInfoMsg"
ham,"Get 66% OFF UNLI DATA & 50% OFF
 GIGA promos! Redeem them using GigaPoints only on smrt.ph/GigaLifeApp every GigaDays on the 19th-22nd of the month!
 DTI125089S21"
ham,WOW SO RK NAMAN PO ATE DERRYLLLL
ham,"You have paid P50.00 of GCash to purchase Go50 for 09950056992 on 02-15-21 03:48 PM. Your GCash
 balance is P971.49. Ref. No. 504052151."
ham,Your Shareable Data will expire in 60 minutes.
ham,"21Feb09:24 PM Regular Load: P94.00 Exp: 18Dec2021 09:13AM GigaPoints: 22.78 Exp: 15Feb2022 10:25AM
 Shareable Data MB: 102.61 Exp: 22Feb2021 10:25AM"
ham,"Pag pangalawa ka na, sabihin mo sa amin para labas na kamiiiii 0.0"
ham,"NEVER SHARE YOUR OTP TO ANYONE OR INPUT IT ON ANY
 LINKS! Someone is trying to access your account through another phone. We've received a request and if this is you, your OTP is 437093. If you DID NOT make this request, be vigilant as someone might be trying to access your account. yyAfcYn/qSW"
ham,Dont worry about it enjoy xD
spam,"Iniimbita kita na maglaro at i-enjoy ang weekend only here at accasino12.com/login Register & get P60, EASY WIN lang dto. Isama na ang pamilya!"
ham,Nuuuuu T^T
ham,"Whenever you need emergency data this new year, you can get MBSOS with 15MB data anytime! Just send MBSOS to 3733 or dial *143# and choose LOANS. MBSOS is valid for 1 day and P6 will be collected on your next reload."
ham,LMAO CRY NA LANG
ham,"218915 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW"
ham,"Never run out of data. Always check your load balance and subscriptions with just a tap on the GigaLife App! Tap ""Check Usage"" on smrt.ph/GigaLifeApp NOW!"
ham,Ilang bread pala? 0.0
ham,"Get up to PHP 1,000 for FREE when you receive payments using PayMaya!
 *Earn PHP 50 for every 5 unique payments received. Get the max PHP 250 reward when you reach 25 payments. *Plus get PHP 75 each time you receive an accumulated P10,000 worth of payments! Maximize this to earn as much as PHP 750. Visit https://pymy.co/Seller1K for the full mechanics. DTI FTEB-115116, S2021.
 FreeInfoMsg"
ham,"Hi there! We have a GoLEARN&WORK freebie, just for you. Here's free 1GB access to YouTube Learning, Google Suite, Wikipedia, Coursehero, Canva, Zoom, WhatsApp, Telegram and Spotify valid till 2021-10-30, 09:45:55."
ham,Win up to P1 MILLION GCash at G Chance the Raffle by dialing *143# and selecting Rewards. Check glbe.co/GChanceFAQ for more details. Per DTI Fair Trade Permit No. FTEB-149768 Series of 2022 #ExtraGDayEveryday
spam,"[GCash. bet] Hmm...Winning is easy! Congratulations to the member [Romar**liano] for winning P2,533,012 Super jackpot! Login win: http://vipurl.online/mS8"
ham,Vaks
ham,"You now have free 1GB access to MetaverseGo, valid until 2022-10-21! You also have premium access to the MetaverseGo Community Page, where you can apply to different guilds to help you earn more in web3 games such as Axie Infinity and Cyball. You may visit the MetaverseGo website at https://metaversego.gg for more info.
 Data charges may apply."
ham,"You have been successfully loaded Go50 for Students P50.00. Trace No: 1908378888 07/31/2022 07:41AM.
 More Globe/TM txt promos? INFO to 8080 4 free"
ham,"You don't wanna miss a thing! Don't forget to register to any promo worth at least P50, like Go50, to get your FREE 3GB, valid for 3 days. Text GO50 or your chosen promo keyword to 8080 until 06/15/2022. REF#: FGGRW72"
ham,"Hi! There will be a system activity from June 18, 7 PM, to June 19, 2 PM. During this period, promo registration and rewards redemption won't be available. To avoid inconvenience, we encourage to register to your favorite promo before the activity starts. We hope for your understanding and please take care!"
ham,"Awesome! You can now enjoy 1 GB VIDEO EVERY DAY for YouTube, NBA
 TV & MORE + 2 GB for 7 days with GIGA VIDEO 99."
ham,TOM US KAIN SINCE LAST DAY MO RENNN
ham,"GSave Promo! Save now and spend later with GSave's 4% p.a. interest rate promo! Enjoy a 4% p.a. interest rate for a minimum monthly deposit of P500 until Apr. 30, 2021. Visit www.gcash.com/special-4-interest-rate- youth-promo/ for more details. No advisories? Tap go.gcash.com/optout."
ham,5 kgs brown rice 10 kgs white rice 30 adult diapers M SM Bonus overnights 30 adult diapers M pull ups SM Bonus
ham,pulilan na po
ham,Haven't reloaded this month? Last chance to get your one-time FREE 5 GB! Load P100 or more to get your FREEBIE! Load now at smrt.ph/GigaLifeApp
ham,"Your Go50 promo has expired. Keep on going with more GBs for the same price with Super Xclusive Go50! Enjoy 7GB for all sites, unli allnet texts, and 1GB GoWiFi, valid for 3 days for only P50!
 Just register via the GlobeOne app at https://globeone.onelink.me/ej7I/G1SM S."
ham,Baka 6pm?
ham,"As of 23-JUN-2021, your 14.86
 GigaPoints earned from OCT - DEC 2020 will expire on 30-JUN-2021. Your total Points balance is 28.72 GigaPoints."
ham,May 5% off ka sa Mobile Legends:Bang Bang diamonds when you pay with GCash! Bili na sa Codashop at simulan na ang win streak mo sa MLBB! Visit codashop.com/ph/mobile-legends? pcf=252 to learn more! No advisories? Tap go.gcash.com/optout.
ham,You have 50 MB left in your Shareable Data. Discover MORE promos on the GigaLife App and get MORE points to redeem FREE promos! smrt.ph/GigaLifeApp
ham,"Hi there! We have a GoLEARN&WORK freebie, just for you. Here's free 1GB access to YouTube Learning, Google Suite, Wikipedia, Coursehero, Canva, Zoom, WhatsApp, Telegram and Spotify valid till 2022-08-21, 22:42:27."
ham,"Extended to March 31, 2022! Get up to 30% interest rebates on your loan.
 T&Cs apply bit.ly/3bcbgpc No SMS? Text STOP<space><Last 4 digits of acct num> to 09191611291"
ham,Your payment of P250.00 to Google has been unsuccessful due to insufficient balance & remaining credit limit. Click here to top-up your wallet. https://gcashapp.page.link/55K8
ham,"You have earned 1.8 point/s. Your total rewards point/s as of today is 27.78.
 Points earned in 2022 are only valid for redemption until 03/31/2023. Download the GlobeOne app at glbe.co/GLBOne or dial *143# to know the list of exciting rewards you can redeem using your points."
spam,"ZOREN NATHANIEL Y. ! Make your
 Halloween happy! Sign-up and Join to W+ now! You can get 8888 bonus today! winningplus777.com/8888WIN GcuM396/"
ham,Kain na tayu
ham,"13Mar 15:58 GIGA VIDEO 50 loaded to 639280536997 from 639477082229.
 Ref:EV9CD3QG3S73. Use the GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp"
spam,"WELCOME BONUS: 204 GET 204, 1004 GET 1004, 5000 GET 5000. *24/7 Immediate Cash In/Out More https://reurl.cc/aGrrOQ"
spam,Not only free bonus! Web: baraha-j.life True send bonus Baraha! Max benefits and events !n
ham,Secure the essentials for your family! Get COVID-19 & Dengue coverage with GINSURE powered by Singlife or P100 HealthNow voucher for medicines for only 1 point. Redeem this and offers from Generika Drugstore & GoHealth via glbe.co/GRewardsApp . Per DTI Fair Trade Permit No. FTEB-113606 Series of 2021 #EverydayIsAReward
ham,"In these times of uncertainty, your best defense against illnesses is remaining protected at an affordable price. With GoHealth Max 75, you can enjoy coverage of up to P80,000 from Pacific Cross for accidents and illnesses such as cancer, pneumonia, etc. You'll also get free 24/7 telehealth consultation from KonsultaMD, valid for 3 months. To register, text GHM 75 to 8080, or access the GlobeOne app at https://glbe.co/globe-one and select Offers > GoHealth Max. Also available in GHM 35 and GHM 105. No advisories? Text OFF to 2686 for free."
ham,"Because we value your safety, your promo comes with a free 3-month COVID-19 and Dengue insurance plan! This plan is powered by Singlife and has a coverage of up to P140,500. Go to https://go.gcash.com/insurance and enter the code GLOBEYMG5DF3ELUY to claim it. Plan covers customers aged 18 to 54 years old and can only be claimed once. Offer valid until May 31, 2021. Visit gcash.com/free-ginsure for more info."
